paper_id,au_id,aff_id,aff_name
000215D4,80DCEA21,,
000215D4,83C87852,,
000BD259,85292E99,0134B592,peking university
0019D7E3,7E511C22,05282E0D,university of texas at austin
00357C8E,80C91A39,,
00357C8E,7E196EEA,,
00357C8E,811F4E19,,
003AAC4E,7B1F1FC7,08B17323,vienna university of technology
003AAC4E,7B3361CE,08B17323,vienna university of technology
003AAC4E,02887148,08B17323,vienna university of technology
003AAC4E,7EEF3DEE,08B17323,vienna university of technology
003F0985,7A419383,,
003F0985,7B97E88F,,
0044806E,449600D8,0134B592,peking university
0044A10D,84BECB93,,
0044A10D,76E67078,,
00479075,81194884,,
00479075,7A449341,,
004A2DC7,7F560E46,,
004A2DC7,8122381D,,
004F7F07,0EBE528E,,
004F7F07,8638CF72,,
004F7F07,85AC78A8,,
004FA7A3,800C7D70,,
004FA7A3,80F7604A,,
004FF28A,85051F9E,,
005100E0,21BD4DCE,,
00533F1E,7F53CAD0,0BF77E37,hong kong university of science and technology
0057E537,7542C43A,4FF45383,ibm
0057E537,7E0FB98C,4FF45383,ibm
0057E537,7AFE9FC6,4FF45383,ibm
0057E537,7F94CEC7,4FF45383,ibm
0057E537,80745D3F,4FF45383,ibm
0057E537,7D77EAE0,4FF45383,ibm
0059C3DC,6FF9A5FC,05C86094,stanford university
005B002D,806EA8BA,,
005B002D,7C90E0B2,,
005B002D,7DA45723,,
005B002D,76791ACD,,
006023C1,28674CFA,,
006023C1,8095422B,,
00619524,7E267088,,
00619524,771EDC59,,
00619524,7E8C1D3D,,
00619524,79AB0FCA,,
0067D2CE,0C8E11C8,,
0067D2CE,13D006C2,,
00691BD7,7CF276A4,02A66F75,university of houston
006C487F,718E56A2,01F6ADD2,helsinki institute for information technology
006C487F,778D4FA8,01F6ADD2,helsinki institute for information technology
006C487F,810CD9E4,01F6ADD2,helsinki institute for information technology
006CCC27,1F81A079,,
006CCC27,7FB794DC,,
006E96D2,71A94E70,,
00719563,7D1C752F,,
0071DB5D,7DA2223E,,
0071DB5D,6F07778F,,
007A3A6B,85928471,01776B6C,university of massachusetts amherst
007A3A6B,7DFFA2F1,01776B6C,university of massachusetts amherst
007A3A6B,7945B8D1,01776B6C,university of massachusetts amherst
007A3A6B,80529B53,01776B6C,university of massachusetts amherst
007B4ADB,8359D325,0B185497,lehigh university
007B4ADB,764F5364,0B185497,lehigh university
007B4ADB,7623CAF4,0B185497,lehigh university
007CF88A,396D6336,01F164D0,ghent university
007CF88A,75F1EB7C,01F164D0,ghent university
007CF88A,777E420F,01F164D0,ghent university
007CF88A,85F3F279,003E7116,graz university of technology
007CF88A,805EC86C,003E7116,graz university of technology
007E269B,7ECE76AD,,
007E269B,7D2876DD,,
007E269B,7B70498B,,
0081B533,8359D325,,
0081B533,863AC235,,
0084BBD6,849DC9E7,0C01DCFD,university of washington
00850F86,76E43657,,
0087FA1E,7EB46AA3,,
0087FA1E,7EB0AFB9,,
0087FA1E,7D8556DA,,
008D480B,21BD4DCE,,
008D480B,8167969D,,
008FEFF7,8030F1F6,,
008FEFF7,862B9F61,,
00943E0E,7DBE3A96,00FF56A8,national taiwan university
00943E0E,7F7FDEB6,00FF56A8,national taiwan university
009BAA11,7EB6C606,,
009BAA11,73B632CA,,
009F4E86,1A11770F,,
009F4E86,13FE756D,,
009F4E86,852B1A54,,
009F4E86,80248B65,,
00A17526,80F40C1B,,
00A17526,7DB7C3FF,,
00A41D92,7E6E9133,,
00A41D92,6AD4B4FC,,
00A4E4D6,2969AE72,,
00A4E4D6,06295A64,,
00A9E96F,79762927,,
00A9E96F,80971BCD,,
00A9E96F,85466A30,,
00AA9E59,802EC0D7,,
00B11FE8,7DB528FF,,
00B8D4C7,77804F07,,
00B8D4C7,26527020,,
00BF3764,8503E130,,
00BF3764,79066D67,,
00BF4320,7D4DED23,4E330E21,corporation for national research initiatives
00C39B1B,7F743112,,
00C39B1B,7C5BD87A,,
00C39B1B,7DE21FCC,,
00C849C5,7C5A7E88,,
00C849C5,7DC97980,,
00C8EE9B,819FCB90,,
00C8EE9B,7D0C3ECC,,
00C8EE9B,7C230958,,
00D280A9,75A6ABB5,,
00D280A9,7B882F4E,,
00D77464,80173B58,,
00D77464,7D83CDDC,,
00D77464,7D856E52,,
00DAB78E,0F0DD427,,
00DAB78E,7F2082B5,,
00DAB78E,77D4FD8A,,
00DE9ADC,757A3B57,,
00DEC697,7DF2EBFC,,
00DEC697,174D2049,,
00E0882B,76752724,,
00E0A7DF,11747417,,
00E0A7DF,0EF8EB63,,
00E0A7DF,7482BF8F,,
00E68C99,8343EFF9,,
00E68C99,4A4A05EF,,
00EA1A39,6DD9AD9E,,
00EA1A39,8030F1F6,,
00EA1A39,0E772590,,
00ECC332,7B192FC6,,
00ECC332,7CEED979,,
00ECC332,8296CE80,,
00ECC332,858AD332,,
00F171D4,79E28307,,
00F171D4,7ED504A4,,
00F3F60E,026FD467,003E7116,graz university of technology
00F3F60E,8132F091,003E7116,graz university of technology
00F3F60E,6FBA4BD7,003E7116,graz university of technology
00F78BA7,803D6751,,
00F78BA7,863B12B2,,
00FF5932,28D8DBE2,,
00FF5932,80D3CC39,,
00FF5932,491219DA,,
0103243F,8133BAEF,,
0103243F,80D4BB53,,
0103243F,80F2BB1E,,
0103243F,8119B76A,,
0103243F,7F863324,,
0103F5AF,09137A20,,
0103F5AF,8579E427,,
0103F5AF,7EA7B7EC,,
0103F5AF,7FF4F292,,
0103F5AF,77196837,,
0108E283,4BBEA2C4,,
0108E283,85BDF8B4,,
0109747C,814529BA,,
011A63F6,815DF584,08A09DC3,vocational training council
0120B19D,823C32C1,,
0120B19D,7CBC018B,,
0120B19D,7A0FC41B,,
012239D9,7EC914FB,4FF45383,ibm
012488F5,8130CBF8,,
012488F5,7DB181C0,,
01260629,21BD4DCE,,
01260629,7E9CC0DC,,
012CBF0C,7FA8F8B3,,
012CBF0C,7ED5A373,,
012CE594,1F81A079,,
012CE594,7E717172,,
0132F32A,490972E7,,
0132F32A,794ED272,,
0132F32A,7CDF83E5,,
0134CF15,584BCD03,,
0134CF15,29C894CC,,
0134CF15,7C5EC8AC,,
01385C94,80FED974,,
013A2107,7FE1DD3C,01A8C383,university of michigan
0140CB6B,8112F13D,,
0140CB6B,78195CBD,,
0150CC2F,7F23DC5E,0134B592,peking university
0150CC2F,7DED4BCE,0A254897,national university of defense technology
0150CC2F,7FB6CC6A,0A254897,national university of defense technology
0150CC2F,7F7B4A2C,0A254897,national university of defense technology
01520E7F,4C161A43,,
01545541,7FA01C9D,01A17328,dalian university of technology
01545541,47D60018,01A17328,dalian university of technology
01545541,7F6DC1F4,01A17328,dalian university of technology
01545541,7D3CD169,01A17328,dalian university of technology
01545541,81376E00,01A17328,dalian university of technology
015DCF27,0A414F71,07CA5884,georgia institute of technology
0163AA7C,396D6336,01F164D0,ghent university
0163AA7C,13A66129,01F164D0,ghent university
0163AA7C,7F70E7EB,01F164D0,ghent university
0163AA7C,754B1EB1,01F164D0,ghent university
0163AA7C,777E420F,01F164D0,ghent university
0163AA7C,85F3F279,003E7116,graz university of technology
0163AA7C,75F1EB7C,003E7116,graz university of technology
0168896A,1F81A079,,
0168896A,779F2C69,,
0168896A,7FD11E57,,
016B9441,125D6AF4,,
016B9441,3FE8691E,,
016B9441,7B512ABB,,
016ED61C,7D914C8E,05C86094,stanford university
016ED61C,2806B3AA,05C86094,stanford university
01764FB7,835C2645,,
01764FB7,7E0FAC3E,,
017F3203,7E80B9BB,050BB43F,academia sinica
017F3203,7F5A6EEA,00FF56A8,national taiwan university
017F3203,7F1B4952,00FF56A8,national taiwan university
01953A3B,47D60018,01A17328,dalian university of technology
01953A3B,7D3CD169,01A17328,dalian university of technology
01953A3B,7E0AA8B0,01A17328,dalian university of technology
01953A3B,7F15BCE2,01A17328,dalian university of technology
01953A3B,0A38CB4F,01A17328,dalian university of technology
019E589B,7F561ADC,,
01A1C706,01D32C25,,
01A1C706,7D56C884,,
01B0639B,7D490D55,,
01B1A894,76B9F53D,,
01BEB718,7DE1353D,,
01BEB718,7E630FF8,,
01BEB718,0F9187D7,,
01BEB718,7CB763B2,,
01BFDC05,8627B9FD,08F7F83A,emory university
01BFDC05,84EE5141,08F7F83A,emory university
01BFDC05,847A8503,08F7F83A,emory university
01C04444,7447F898,09DC92C5,indiana university bloomington
01C04444,7DE13912,09DC92C5,indiana university bloomington
01C04444,7D85FDBC,09DC92C5,indiana university bloomington
01C325B3,82A57DCD,07D782F6,concordia university college of alberta
01D07D23,7BF2CF0E,,
01D40288,804F4463,,
01D4AB93,816EB543,,
01D4AB93,7A76B9F8,,
01D6E47E,7E0E7AA1,,
01DD7509,7E39D021,,
01DD7509,80442E8B,,
01DD7509,7D6C3A87,,
01E0F3BB,79C7E357,038CB6F6,stony brook university
01E0F3BB,07C52448,038CB6F6,stony brook university
01EC6FAC,7959020B,,
01EDDEA7,853ED242,,
01EDDEA7,7EC0DA2A,,
01F357CF,80B745C7,,
01F357CF,7A0838AF,,
01F82D0A,861F2B15,,
01F82D0A,7AD8BE7E,,
01F82D0A,7662630E,,
01FDA162,7D8FCD39,0546E668,delgado community college
01FE4D43,7E4644D2,,
01FE4D43,75F2EBFD,,
020526B4,85462BFC,0A968F8B,university of dundee
020526B4,7FB813E7,0A968F8B,university of dundee
020526B4,813E9E3B,0A968F8B,university of dundee
020526B4,8145502E,0A968F8B,university of dundee
02109148,5E0955C1,,
02160A6D,5880E395,,
0216D2ED,7F44D56E,,
0216D2ED,7EAEC6F9,,
022090B9,128A2CC4,,
022430F5,7EB8040F,,
0224F740,80E14215,,
0224F740,7C010DEC,,
022A1C78,7DD88C5D,,
022A1C78,80D90C5F,,
022A1C78,14BAFC68,,
022A1C78,7E88C142,,
022A1C78,82816B69,,
022B039B,84FF435F,05C86094,stanford university
022B039B,6FF9A5FC,05C86094,stanford university
0238C53D,80ACA5C2,,
0238C53D,7F48739E,,
02417936,76016275,,
02417936,805A6B79,,
024C2138,0E039437,,
024C2138,8051B718,,
02549CB8,84581B35,,
02549CB8,752D5111,,
02606C11,8043FC6A,04B01E55,dresden university of technology
02606C11,7B41D006,,
0265586B,7C5BF9EC,0BC7337B,national research council
0265586B,79F53353,0BC7337B,national research council
0265586B,7455716D,0BC7337B,national research council
02679E19,7668706C,,
02679E19,7DF7477A,,
02679E19,7D9F31E2,,
02679E19,753E14D0,,
02679E19,2332F5FE,,
026E6CF7,754D4902,,
026E6CF7,806671BD,,
026E6CF7,860FFC8D,,
026FD46A,85BED514,08FC2C82,waseda university
026FD46A,1C97C5CF,08FC2C82,waseda university
02707192,7E75D6FF,,
02707192,5C81EDC7,,
02759D47,7C666F76,,
02773D6E,7F8287BD,099D876D,university of california los angeles
0277CDCC,80D0129F,,
0277CDCC,7B733842,,
027AE6EF,14015C97,,
027AE6EF,75F0F36D,,
027AE6EF,811D4E72,,
027AE6EF,47133C95,,
027AE6EF,0D928208,,
02827030,078958E6,,
02827030,79383202,,
02827030,7875BBF5,,
028427C1,798E5B58,,
02894880,764D1D80,01124466,university of sao paulo
02894880,7D08CDD0,01124466,university of sao paulo
02894880,806DAD06,01124466,university of sao paulo
028BC3CE,7982B92A,,
028C71D9,7F51230C,,
028C71D9,7F4F11C9,,
028C71D9,7F4BEF74,,
028C976E,47D60018,01A17328,dalian university of technology
028C976E,7EC4A0D0,01A17328,dalian university of technology
028C976E,7F6DC1F4,01A17328,dalian university of technology
028C976E,7D3CD169,01A17328,dalian university of technology
028C976E,80C8E674,01A17328,dalian university of technology
028C976E,84D1E554,01A17328,dalian university of technology
029347F3,79762927,,
029540DF,0C0F79E5,4FF45383,ibm
029540DF,82D5C7EF,,
0297DD08,84804B87,,
029B22AE,79DBB7AE,,
02A49C78,8030F1F6,,
02A49C78,13F74E32,,
02A49C78,753B86E1,,
02A5696E,7D6D10FB,,
02A5696E,7F7C9CBB,,
02A5696E,7DA4A4C4,,
02A701F0,2A2006E4,,
02A701F0,795B976E,,
02BAD2BD,7D4336E7,,
02BAD2BD,7D8C7760,,
02BB29B9,79FF453C,,
02C60755,804B7C0E,,
02C60755,7EDB8CE8,,
02CA0028,0F8803D7,,
02CA0028,1005BF42,,
02CA0028,813AF249,,
02CA6F4E,7DCF4826,,
02CA6F4E,7A1A87DC,,
02CA6F4E,7FD29D76,,
02CEB0E6,754D4902,,
02CEB0E6,860FFC8D,,
02D4CF2A,747DD676,,
02D4CF2A,4A242CAC,,
02D7C235,7D0CB2D8,,
02D7C235,11094DD2,,
02D7C235,863AC822,,
02DE5822,7D4F1819,,
02DE5822,7D0AFA9B,,
02DE5822,7C81748A,,
02DE5822,7F0B1D10,,
02DE5822,40F4B10B,,
02DE5822,13E19F99,,
02DE5822,7D84E37B,,
02E42DD2,80F3030D,,
02ECF25A,7600EDEC,,
02ECF25A,7D158BFF,,
02ECF25A,2861E1A1,,
030347FC,7FF8E689,,
030BA0EF,7DD9C584,,
030BA0EF,804C0E1B,,
031518A1,7667F7AC,,
031518A1,7D5F18BF,,
0317FD48,7FE8E130,,
0317FD48,77B62EBD,,
031808FC,75C26935,,
0321C85F,7D1CE931,,
0321C85F,7D8E2C84,,
0326EF31,7FBDA8D1,,
0326EF31,8166D27B,,
0326EF31,8081661F,,
032A01E0,82D132A8,0BB963EC,wuhan university of technology
032A01E0,7EC60C43,0BB963EC,wuhan university of technology
032A74F0,293C2E1E,,
032A74F0,7A449341,,
033150E1,7923B504,,
033150E1,86311872,,
0334EC29,844DCCCF,4FF45383,ibm
0334EC29,836D0209,4FF45383,ibm
03395280,8132F091,003E7116,graz university of technology
03395280,0882F42E,,
03395280,7FA734F9,,
033ADF3C,8197822B,,
033ADF3C,7F65D07A,,
03402E4A,812EC36A,,
034AF6E6,7C9EFB2D,,
034E4663,7AC6C16E,,
034E4663,5CDC0EB9,,
0350B62F,7D05D6CC,,
0350B62F,7E8B9C98,,
03528CFF,83F9B5B2,,
03528CFF,05135874,,
03528CFF,79E828FA,,
03531231,299D6E11,,
036185F0,0E98294D,0966B229,university of illinois at urbana champaign
036185F0,857A2BC8,0966B229,university of illinois at urbana champaign
036185F0,7EB02CC1,0966B229,university of illinois at urbana champaign
036185F0,7D345879,0966B229,university of illinois at urbana champaign
036185F0,7FE3560F,0966B229,university of illinois at urbana champaign
036185F0,8584B887,0966B229,university of illinois at urbana champaign
036321D9,7435B7E5,,
036321D9,03712938,,
036AD3FE,76C34E84,,
036AD3FE,7C83D48F,,
036B02B2,777431B6,,
036B02B2,4504B029,,
036B02B2,0E136CA9,,
0374F0AA,7F14B519,8623AC36,telefonica
0374F0AA,82A4A48D,09630970,kaist
0374F0AA,7EBB123A,09630970,kaist
0374F0AA,7ED24BC6,0B8CC95E,yonsei university
037DC5AD,7AE44B1B,,
037ED0C7,0F0DD427,,
037ED0C7,7F2082B5,,
037ED0C7,77D4FD8A,,
038D2DB9,7FFB904E,,
0397311D,7FEE34B3,0762929E,pohang university of science and technology
0397311D,80D8194E,0762929E,pohang university of science and technology
0397311D,80E193AA,0762929E,pohang university of science and technology
03979A0A,7C86E763,,
03979A0A,11947253,,
03979A0A,7F0F9503,,
03979A0A,7809D0EA,,
03A4BAFD,7957112A,,
03A765B1,2A71FE24,04281A41,university of chile
03A765B1,80134864,09630970,kaist
03AF723D,77F89CB3,075CFC38,university of north texas
03AF99C2,7F7686D1,,
03B9FD2B,121922EB,,
03BC3303,7A01CC1B,083839C7,north carolina state university
03BC3303,7D8B5CF7,083839C7,north carolina state university
03BC3303,79DE0C89,083839C7,north carolina state university
03BDADDF,84BA40CB,,
03BDADDF,7EFDB1E9,,
03BDADDF,7DE688F2,,
03BDADDF,7E111AFA,,
03BDADDF,80F759E9,,
03BE839B,77DB8942,056EA0E2,university of sheffield
03C6C46E,86381156,,
03C6C46E,82FC8EFF,,
03C9705E,396D6336,01F164D0,ghent university
03C9705E,0DDB0942,01F164D0,ghent university
03C9705E,49860130,01F164D0,ghent university
03C9705E,754B1EB1,01F164D0,ghent university
03C9705E,75F1EB7C,01F164D0,ghent university
03C9705E,777E420F,01F164D0,ghent university
03CADE33,7EB8DE34,,
03CADE33,7D745205,,
03CADE33,794AF879,,
03CADE33,7E86CA92,,
03D2B9B7,7D1F03DE,,
03D2C674,7BAA8309,0739CB12,digital enterprise research institute
03D2C674,8492720B,0739CB12,digital enterprise research institute
03D2C674,80CF3CF9,0739CB12,digital enterprise research institute
03D2C674,7257E345,0739CB12,digital enterprise research institute
03D2C674,7F0D46FE,0739CB12,digital enterprise research institute
03D2C674,75CB7B68,0739CB12,digital enterprise research institute
03D41991,7D432751,002B00EE,lg electronics
03D41991,80B4FF42,0B8CC95E,yonsei university
03D41991,80B824B6,0B8CC95E,yonsei university
03D41991,7E759F4A,0B8CC95E,yonsei university
03D41991,7DEE2069,0B8CC95E,yonsei university
03D41991,7DA5CD1F,0B8CC95E,yonsei university
03D41991,7E705877,0B8CC95E,yonsei university
03DD54D5,7D0CF684,,
03DD54D5,8538C8B7,,
03E3A5E4,6AFAAEF9,,
03E3A5E4,7980DAD8,,
03F08985,8217E368,,
03F5E132,7ECF99DD,,
03F5E132,08E15D14,,
03F5E132,7FA4074C,,
03F5E132,81033198,,
03F74E2E,0EBE528E,,
03F74E2E,036D501B,,
03F74E2E,79E828FA,,
03FBDB05,7E59FFE9,09630970,kaist
03FBDB05,7E296FB8,09630970,kaist
03FBDB05,7E540CB4,09630970,kaist
03FFC5C2,8153BBC3,,
03FFC5C2,858E5621,,
03FFC5C2,7E6EC5E3,,
0403FEAD,806D72B3,,
04055F0D,75C4D07E,,
04055F0D,7BB2DF1B,,
04055F0D,021B2A0E,,
04055F0D,7F7F0D12,,
0407B2FD,1F81A079,,
0407B2FD,7FB794DC,,
040CE051,79762927,,
040CE051,85466A30,,
040D63EB,0AF50DE4,,
04170E0F,6EAB8560,,
0417720D,80FB0861,09630970,kaist
0417720D,7DA0BBD3,09630970,kaist
041997D6,7E593095,,
041997D6,7FCE3503,,
041997D6,7E64A834,,
041BFE37,70B60316,,
041BFE37,7A1ABC0D,,
041D1874,7C26FE51,,
041D1874,86327163,,
041D1874,7FBF1519,,
04209B79,713212CB,0C01DCFD,university of washington
04209B79,79D52A33,0C01DCFD,university of washington
04209B79,4B777C90,0C01DCFD,university of washington
04209B79,2BEF3CDD,0C01DCFD,university of washington
04209B79,7949EA2A,0C01DCFD,university of washington
04209B79,7E39F349,0C01DCFD,university of washington
04209B79,03712938,0C01DCFD,university of washington
04209B79,807024D0,0C01DCFD,university of washington
0420A099,0E98294D,,
04226658,449600D8,0134B592,peking university
042485C7,7FE436DC,,
042485C7,85133FC7,,
042485C7,80E35857,,
04268A74,7AF2FC24,,
04337A8C,80F970AA,,
0434FCC1,8153503E,,
0434FCC1,17443303,,
0434FCC1,814F48ED,,
0434FCC1,77B47B68,,
0434FCC1,73956A5C,,
0435337F,7DA2A490,,
0435337F,862BDF78,,
0435337F,7FEEFB4D,,
0435337F,7D0CA3F9,,
04359886,7EF85A8F,,
04359886,0CA0AA73,,
04359886,80466785,,
04374D60,863C42D5,,
043CF9B9,13F42EF8,075CFC38,university of north texas
043F2017,7D763B41,0C01DCFD,university of washington
044372A3,7EA6BAF0,,
044372A3,7782B521,,
04454334,8081D652,,
04454334,7DF4E172,,
044B2DEE,83133229,,
044CEED9,7FC195E5,0B00BA67,national institute of informatics
0452F202,8141E62B,,
0452F202,79066D67,,
0452F202,7CB067A6,,
045708B5,7D580FD7,,
045708B5,862D5BAF,,
045708B5,7F335F28,,
0457BFED,7F9304C4,00FF56A8,national taiwan university
0457BFED,7E60C011,00FF56A8,national taiwan university
0457BFED,7D4F64CC,00FF56A8,national taiwan university
0457BFED,8110CDF8,00FF56A8,national taiwan university
0469D2E7,79A00186,,
0469D2E7,14D416EF,,
046ACDDC,80830B30,,
046F1370,7FBD9E7F,,
046F1370,7DCD5F44,,
0472D8CD,7EE548AD,,
0472D8CD,766ABF75,,
047867CB,8053DBFA,01776B6C,university of massachusetts amherst
047A9664,134B29B0,,
047A9664,80FD15D7,,
047A9664,2A513621,,
047DBA5D,54AC1C5E,,
047DBA5D,8015B41F,,
04848B61,7AD599B8,0D109F83,purdue university
04848B61,80143FAE,0D109F83,purdue university
04848B61,278147BB,0D109F83,purdue university
0485E1A2,19780CF4,02AFF078,university of florence
0485E1A2,15C2301D,02AFF078,university of florence
0485E1A2,7FD6F63B,02AFF078,university of florence
0485E1A2,293DFE94,02AFF078,university of florence
0485E1A2,80609850,02AFF078,university of florence
0487B632,863D50E2,,
048B3506,7DB59EFD,,
048B3506,77E66F36,,
0499D194,8083D5E1,,
0499D194,77F4D615,,
0499D194,7FBD4783,,
049B27C7,7D44062A,,
049E5201,800A3634,,
049E5201,7F607E98,,
04A4D02B,7DF7A822,,
04A4D02B,7D2C83BD,,
04AC5F17,812E6D3E,,
04AC6241,7D8050F5,0739CB12,digital enterprise research institute
04AC6241,7EEF88B4,0739CB12,digital enterprise research institute
04AC6241,765FEA26,0739CB12,digital enterprise research institute
04B16C16,7A5CBB7C,,
04B240BD,83FD0C04,,
04B240BD,7FF580DD,,
04B240BD,0F7AA4EA,,
04B3B352,803E1B77,,
04B3B352,7C7F3AC9,,
04BA13C6,7D7BA299,,
04BAA2CD,8198CBC4,,
04BAA2CD,810654B6,,
04BAA2CD,8043A74F,,
04BAA2CD,751FDB58,,
04C870F1,82D5C7EF,,
04C870F1,7F00BA25,,
04C870F1,804EAD67,,
04C9BD36,7FED8A37,,
04C9BD36,7691D03E,,
04CF3B89,7D7B6D57,08FC2C82,waseda university
04CF3B89,7E9AAF6B,08FC2C82,waseda university
04CF3B89,799277DB,08FC2C82,waseda university
04D0E7D0,7DFE4C73,,
04D9AE72,16818CA8,,
04D9AE72,815F3578,,
04D9AE72,7FBFA5CB,,
04DBECA4,7CF9D9FB,0966B229,university of illinois at urbana champaign
04E27A43,03712938,,
04E27A43,002C2840,,
04E6746C,7FA814DB,047329C0,university of gottingen
04E6746C,80E7C369,047329C0,university of gottingen
04E6746C,83D3B993,05C86094,stanford university
04E7652C,494794A4,,
04E7652C,852EC068,,
04E9DEEB,7AB9D459,4FF45383,ibm
04EBE7CE,7FAC0B0E,,
04EBE7CE,78993D2A,,
04EBE7CE,10DC5E6F,,
04F40B3C,7D1E026A,,
0504599C,1755D2DA,,
0504599C,81F31C01,,
0504599C,8043A74F,,
050D4D27,85F11D31,,
050D4D27,81899209,,
050EED1F,7D48104E,,
050EED1F,7B993FC6,,
050EED1F,8133A1EE,,
0512F157,7A4E864C,,
0512F157,0757EDB7,,
0512F157,7DF9F8E0,,
05131BDE,0C1067B5,,
05131BDE,83EC4F6D,,
0515163C,29A31903,,
0515163C,771C02F0,,
0515163C,7566CB42,,
0515163C,75260EA5,,
052148F6,7C511307,,
052148F6,80BA418D,,
05234A84,7F7F55A7,,
05234A84,7C1CB1A6,,
052738EA,814CB01D,,
052738EA,858F1D55,,
052738EA,860AE424,,
05293A9F,7DB05019,01124466,university of sao paulo
05293A9F,802D6E3C,01124466,university of sao paulo
05293A9F,7D10191C,01124466,university of sao paulo
05293A9F,78455E9F,01124466,university of sao paulo
05293A9F,810DE36A,01124466,university of sao paulo
05293A9F,72DEB830,01124466,university of sao paulo
052ED6C3,7E05B9E9,0045D019,hanyang university
0533E2B0,7DCE91A9,,
0533E2B0,7D994451,,
05436323,7F1E16BB,,
05436323,5ED52B78,,
05436323,7249675D,,
0543A43F,7F2457D1,,
0543A43F,773769C8,,
0554F14D,7EB5EE77,,
0557BEDA,7D92EF52,,
0557BEDA,7FCEDC9F,,
0557BEDA,5ED52369,,
05690259,1F81A079,,
05690259,7FD11E57,,
056D148B,28F27065,4FF45383,ibm
056D148B,0479CA86,4FF45383,ibm
056D148B,0ACBC685,4FF45383,ibm
056D7CF9,77B4E676,,
056D7CF9,75128F17,,
056D7CF9,03ADC944,,
056D7CF9,80ECA58F,,
056D7CF9,7ECD3021,,
056D7CF9,75B37C63,,
05711931,141EAD13,,
05711931,13BB94D8,,
05711931,7DCBA82A,,
0571D365,7D601A6F,,
057229F3,0C169AC5,,
05784029,7D1D8339,0BF77E37,hong kong university of science and technology
05784029,7DD0E3D6,0BF77E37,hong kong university of science and technology
057AB2F3,6AD4B4FC,,
057B2637,7C73E6AF,,
057DE6C1,178E4F1E,4D918B6F,indian department of telecommunications
057F5BB0,5BDBECC5,,
057F5BB0,77FDE964,,
057F5BB0,7AEDAED3,,
057F5BB0,7F335642,,
057F5BB0,81D695B8,,
0585A3DA,7C3FED79,,
0586DFE2,0249F917,,
0586DFE2,76F26EDA,,
05871E1F,53E5269D,03757322,university of madeira
05871E1F,7F78C9CF,4FF45383,ibm
05871E1F,7EECF8F0,4FF45383,ibm
05871E1F,7B1421D9,4FF45383,ibm
058D5C2E,7ACD78D4,373A6845,leipzig university
058D5C2E,5BF1BCD1,373A6845,leipzig university
058D5C2E,0D3D6B0B,373A6845,leipzig university
058D5C2E,7D8C4098,373A6845,leipzig university
0591E3F0,79DE0C89,083839C7,north carolina state university
0591E3F0,7DC84582,083839C7,north carolina state university
059224DF,13CAB5C0,,
059224DF,7EB26FDF,,
0594220C,77D1AD39,,
059787AD,0EC3CC80,,
059787AD,7D67BFCD,,
059D5E26,7EE73277,,
059E746C,7E4A5CFE,,
059E746C,1EF0234D,,
059E746C,179E26D3,,
059E746C,018D81F3,,
059E746C,80EEF9BD,,
059EEAB1,293B1D51,07CA5884,georgia institute of technology
059EEAB1,7ED5A373,07CA5884,georgia institute of technology
05AE87E6,7DA54AB2,,
05AE87E6,169A1CF2,,
05B5B88A,7F79E484,,
05B5B88A,68916494,,
05B6D118,7C97714C,,
05B6D118,7EEACBDC,,
05B6D118,7F00C490,,
05C2432F,0284BA50,,
05C2432F,7CEE8B8A,,
05CC9505,7E7FE4AF,,
05CC9505,7A49F117,,
05CC9505,814F48ED,,
05CC9505,58027C36,,
05CCE9AF,6481D068,,
05CCE9AF,7E798FBD,,
05CD41D7,7EC76AD6,,
05D01604,81A2D3F8,,
05D01604,8600C21B,,
05D01604,03DC2BE3,,
05D01604,80955309,,
05D01604,7CED03BE,,
05D01604,193BA6DE,,
05D4899C,2A375449,,
05D4899C,7F06E71D,,
05D4899C,104210AF,,
05D8EE77,7D3225FB,,
05D8EE77,7E717051,,
05D8EE77,7E3EF1AD,,
05DB0252,7D0C172F,,
05DB0252,7D814A47,,
05DDD8CF,7D29301C,,
05DDD8CF,189A306F,,
05E7D5C6,7F5B5600,,
05E7D5C6,7E516449,,
05ED97FB,80AE921D,,
05ED97FB,80EB8276,,
05ED97FB,85466A30,,
05EF1E5B,76040B02,,
05EFF24C,06712D35,,
05EFF24C,8609AAAF,,
05EFF24C,851EBECE,,
05EFF24C,7AAB6F99,,
05EFF24C,7F92C31D,,
05EFF24C,7E256BAC,,
05F7DD3C,7FBD4783,4FF45383,ibm
05F7DD3C,77F4D615,,
05FCBC34,7EB8040F,,
05FE7E24,82B9EC21,,
05FE7E24,8088E6C8,,
060058DD,12EA7F2F,,
06020D68,7DE8DFA6,0D109F83,purdue university
06020D68,7ECDA75C,0D109F83,purdue university
060C9521,7DC4CF2D,,
06114FE9,14B6AC28,,
061A97EB,7FFF931B,,
061A97EB,829FEA2E,,
061A97EB,80D55F8A,,
061E6569,068F6E6B,,
061E6569,18524F4D,,
061E6569,790E41EA,,
0625C199,7EA51AF4,,
0625C199,7FC77763,,
0625C199,805BF7BD,,
0625C199,812FDF0F,,
062E7C7D,6F2BC1C2,,
062E7C7D,773A9582,,
063B2FB6,7FE39A35,00D956B2,hong kong polytechnic university
063B2FB6,8056200F,00D956B2,hong kong polytechnic university
063D1AC0,7F57DAE9,,
063DC8C2,7DECBF32,,
063DC8C2,7EAC4FFA,,
