0000EB6C	7D3A7EF0
0000EB76	7D7DAA30
0000ECFC	798A91F5
0000EFA2	76AD2192
0000EFA2	7F2C43DF
0000F0D3	7BF29B58
0000F20E	7C2ED56D
0000F20E	808E9D11
0000F36E	7904C12B
0000F756	806C4DA3
0000F780	784A6583
0000F817	775BA81A
0000F817	7866036E
0000F8F6	780FE2EE
0000F9F9	7F63A2EA
0000FA21	7D493FFC
0000FE20	783C4C65
0000FE20	7DFD8FBF
0001017C	017E0770
0001017C	83477F96
000105DA	62F82D56
000105DA	7E479C8D
0001080F	7671CA08
0001080F	778CCD56
0001080F	7AB4EA88
0001080F	7F9DF21B
00010B32	707FB7C0
00010B32	7F3D62F5
00010C13	5E024329
00010C13	775F8996
00010D60	7AFCE441
00010D60	7ECA49CD
00010F8F	6B51CDF5
00010FC1	7BB4A1B3
0001106A	7AB4AA7E
000111E4	77AEF34D
000111E4	78971C23
000111E4	78B5F823
000111E4	7B53B34C
000111E4	7CA1554D
0001191C	786F72D4
0001191C	7A3BE933
00011938	7AAC9DD5
000119DC	7703F6DD
000119DC	77A109C4
000119DC	781AEA85
000119DC	7879FBCF
000119DC	7918F582
000119DC	7BB948E9
000119DC	7C5A7F70
000119DC	7CD23A7F
000119DC	80653BC4
00011CA6	7C69DF4C
00011FE5	5F807187
00011FE5	7DBB7F34
00011FE5	7F5FD272
00011FE5	805D8BFA
00011FE5	81139EDF
00011FE5	81B3B834
000123BC	7AEDD7F4
000124DB	554C8485
0001257F	77E09F69
0001285F	0C289121
0001285F	76F21657
00012EE6	7C42E5B0
00013584	79B509F8
00013584	7AE74810
00013584	7B4A030B
000137A5	788E1B16
000137A5	7EAECD61
00013B24	220800DE
00013B24	8210BC0C
00013C83	78AAF445
00014159	80914CE0
000143FC	7E4CED1F
000147BE	7A847537
00014A5E	78A26A6D
00014A5E	790A05ED
00014A5E	80274E52
00014A78	792E4CC9
000150B5	5A51162F
000151C0	7BBE84BC
00015616	00726AE9
00015616	75E62341
00015616	7C1DEFDB
00015660	7917F161
000162AD	81595245
000162B7	0861CFBA
000162B7	78DDE97E
00016472	786BE8AB
00016472	7A76A6E4
00016597	0B532D17
00016597	779A5627
00016B70	7CF54E48
00016CCB	7CC4947C
00016D2F	7C5397E9
00016E74	77070DBA
00016FE3	59D31FD3
00016FE3	79DAC191
00017046	80B30159
000173DC	765F147F
000173DC	7CCDACE9
000173DC	7CE4481D
00017D16	58C3667F
00017E3C	74F9AAC5
00017E3C	77496EC2
000181E3	81229F74
0001831A	69AEC3BB
00018381	759D2649
00018833	7570AD66
00018A6E	752FF638
00018A6E	7625FF00
00018A6E	7729756A
00018A6E	7AF4F293
00018C0A	5FB95628
00018C91	7D6A76C2
00018E4A	47ED4702
00018FB4	7707EC49
0001922F	7F7B2AB5
000197B2	776462A6
000197B2	8552DE17
00019983	59A718CD
00019C42	7EB75A91
00019D44	7FECB333
00019D44	81464BEF
0001A41E	77058409
0001A41E	7840DA4B
0001A41E	7FF23468
0001A46A	716D0584
0001A46A	755EE934
0001A46A	76B1B89F
0001A4F6	7DCA7AA5
0001A60A	5AB2C41A
0001A60A	7B1B7E9C
0001A60A	805D55E3
0001A60A	814DA1D3
0001A766	80E33107
0001A983	61447D62
0001AAB0	8141277C
0001AB25	750ED184
0001AB25	787AA999
0001AFEC	7BD83204
0001B055	7E3B9772
0001B11C	7C946156
0001B8A2	7C81DA39
0001B8D4	7F1AE6EF
0001B8F9	78977DE1
0001B8F9	7BE8A750
0001B94B	7DE65192
0001BB59	750ED572
0001BEF2	7AB37CA4
0001C023	7CA99FDA
0001C0B5	80EDCD90
0001C1F7	76605474
0001C1F7	80D2010E
0001CAB5	7F9F7C8D
0001CC89	7C06ADA8
0001CCA7	5A096089
0001CCA7	80935DB9
0001D086	7874041A
0001D086	7CD57912
0001D086	8073B792
0001D162	7628419C
0001D162	7EC66396
0001D617	79226C79
0001DE50	7CFEDA0C
0001DE99	77F1576D
0001DF69	7C1FFFCC
0001ECF4	7604988F
0001ED4F	7EE5BF07
0001F07F	5844701B
0001F518	5BB7F25C
0001FB7D	5C891DEC
0001FB7D	5E3EE755
0001FB7D	753FB245
0001FB7D	759AF2C8
0001FB7D	7C0471EB
0001FB7D	7EBA3BC8
0001FB7F	75FFBE61
0001FB7F	8122BC5F
0001FBC1	793EB662
0002023B	782BB77B
0002023B	7FC9B058
000204B9	0AE19289
000204C7	753CD22E
000204CB	807BF86F
0002061C	7B3640ED
0002061C	7FC0320C
00020913	252412C7
00020D1E	7A792156
00020E58	763EAC0C
00020E58	788900C3
00020E58	7B2D3DAB
000215B5	7E39B532
00021740	7966FCAA
00021740	79A44B8E
00021740	7F387370
00021740	7F9C3AFF
00021740	8052C2A0
00021D10	7604E9A2
00021D10	77F78A29
00021D10	7B499AB4
00021D10	7F209ECA
00022114	77866083
00022114	7C5C8098
000222A2	7CA4E672
00022881	149D4145
00022881	7C5074BE
00022A81	75DF1EBD
00022EE8	79699CE6
00023056	065A3E45
00023056	7946AC1E
00023183	79AA9C1B
00023240	22DB8621
00023240	7B3D9D05
00023240	7DBFBD6C
000232CC	58C143E5
000232CC	7842954F
000234FE	7EB61999
000235DF	76C48FF7
000235DF	8142E0C4
000236CC	7DC2BCE0
000238B3	752EB85E
000238B3	7A7F83B6
00023C92	59A7B917
00023C92	778F1DF5
00023C92	7E833BC0
00023E1D	78708893
00023FB7	78820316
00023FB7	7ADC740F
000240B0	75E37601
00024513	781312A8
00024513	7998BE73
000249DC	069E947D
00024C15	785D36A3
00024C15	7E009985
00024CAD	76791E05
00024CAD	77062648
00024CAD	7A5CDBB5
00024F03	77F2E826
00024F03	7C7CA20F
00024F03	7DB586AF
00024F03	7FBC04B5
00024F03	805B9FEB
00024F03	80F6C9BB
00024F03	814C45E4
00025008	6F227CF1
00025008	790EB986
000252F8	0DD26274
0002530B	78D2DF09
0002530B	796CC429
000255C0	781EEBF7
000256D1	7FF49A3A
00025E70	7A049AFF
00025E85	08D570F1
000260D1	7518125E
000260D1	786FD904
000260D1	7A1A2E91
000260D1	7ED3E3E8
00026683	7D22F0CC
00026B84	7C9259F4
00026B84	7E22F7CB
000275F5	7D9AC494
0002783C	7D85658A
000278A8	7ABF8BED
000278A8	7E0171E0
00027B8F	0B47A217
00027B8F	7D34E8A3
00027D6A	03CC0D36
00028031	744358EF
00028031	7AC45FA9
00028327	754025FA
000283F6	78CDC3D8
00028465	78B54521
00028517	792ED00A
0002856A	7E4989A2
000286EC	5E38AF17
00028885	7A7C17E6
000289C2	777C8431
000289C2	7BE4D4C1
00028B85	71F5181C
00028D82	7C21FB89
00028DE4	786A6D84
00028EE1	65C13527
00028EE1	7CD0555C
00028EE1	7E6EAF0F
000290C6	5AC1F4C5
0002929C	797CC016
0002953D	7548BB66
000296FD	79D34E67
00029888	756BE98A
00029888	7C0D5660
00029A84	5E2A91A3
00029A84	7694F611
00029A84	79C3EA76
00029A84	7A075EC1
00029C41	6DD1D16D
00029C41	781B751A
0002A632	247431BA
0002A632	7B44902E
0002A632	7F40D0F1
0002A9A9	770580F1
0002ABB3	5AF61C50
0002ABF3	7679EA3C
0002AC76	780E0C69
0002AE4C	7CEF0365
0002AFAA	75C6575C
0002B30D	7EF2582C
0002B442	80C9267C
0002B4DC	77EC4B1E
0002B4DC	7DDE037C
0002B7CF	758342DE
0002BAED	7C4E81AB
0002BEF7	7BDC7CCB
0002BEF7	7EADA301
0002C153	5CA4C342
0002C183	0BF62B7A
0002C183	7DA16447
0002C2A8	76465A0B
0002C2A8	7921F68B
0002C2A8	7E851EBA
0002C2A8	8078EF37
0002C4E2	79017BDA
0002C71A	77F58060
0002CA0C	24198446
0002CA68	76E8B52F
0002CA68	7DF046FC
0002CAA7	7B6479DB
0002CF61	78B7EAFF
0002D053	760DDDCE
0002D053	7FFD2494
0002D053	80E1ECAE
0002D456	7730F8C1
0002D456	7BA3B2C0
0002D470	79BD0141
0002D470	7E6341F7
0002D5CF	73414480
0002D5CF	77581232
0002D5CF	7F9B0D86
0002D5CF	80DE4342
0002D5CF	81659997
0002D913	79BDB6C8
0002D913	7FE66C60
0002D93E	03B5A17A
0002DB5F	7BCCB87B
0002DB5F	7D1BCA36
0002DD7D	79A85CF3
0002DFF2	7D438B2F
0002E50A	7736C2B1
0002E66A	753EE271
0002E71E	7A36FC16
0002EC92	7AC7D1AD
0002F135	79A34D52
0002F360	7ABD9AEF
0002F3C9	7B3B50ED
0002F5A0	7B7389C1
0002F6DB	7A07FCFB
0002F6DB	80435B84
0002F832	7A9A3DD9
0002F861	7CFCCDE6
0002F9BA	7E54AEFD
0002FAAE	7655A51B
0002FDEE	7F34752C
0002FEC2	7BD25E74
000302DD	777FE8CA
000302DD	7C6D3F4D
0003048E	78348C38
0003048E	791AFA99
00030508	7AAFE226
000305D2	75A48A24
000305D2	767EF22A
000305D2	7E01199F
000305D2	7F1E5B26
0003071F	7BD01B0B
000308F7	7551506F
00030BE3	76DF999C
00030BE3	76F98FF6
0003104A	7BD0E6CB
00031222	02CAD0A2
00031222	1178FE8D
000313D8	75A5071E
000313D8	7FF82CE7
000313D8	84615EDC
0003153E	78C3343B
0003153E	81107B4C
00031825	2701CD57
00031A13	21719B93
00031C68	588CD113
00031F18	7793077C
00031F18	7DA4875F
0003225E	7901C29C
0003249B	064A36D3
000324C8	7523C449
000324C8	752F51C7
0003258A	72370963
000325F6	7777CE70
00032859	79F41C42
00032859	81760A7F
00032859	8480B9A9
000329CD	222ED5D9
00032A04	7C234C2C
00032B0D	771DBAEE
00032D8D	806F83B4
00032F6C	76684A8D
00032F6C	798082C8
00032F6C	7C8CA1E4
00033843	7579D92F
00033843	75DA91D7
00033843	762A213D
00033843	7FB04AF0
000338C0	7D0FFCB2
00033A06	771A99A1
00033E6D	78C7B023
00033F9B	78A6CB75
00034086	794F6DE2
00034086	7D27E108
000340F0	09D67FEB
000343D8	012D3187
000343D8	7BFD070B
000343DB	772D6C39
0003458D	807FED3E
000346EB	7779B2DE
000346EB	7CAE4C72
000348EA	626C5223
000349C9	774E4BDE
00034A2F	7A1DB46F
00034B17	7FFD8FDA
00034B1E	7C8CE0B3
00034B1E	7FBE6140
00034DAF	5E9A449C
0003527D	0FD06D9F
0003527D	78B5DDBC
000353CC	23E6C910
000353CC	47BDEC74
00035470	76004B57
0003575C	7E6F0663
00035D96	7CCA4DAE
0003603D	7D568AF1
00036069	76119A4C
000363B2	77F741D6
000363B2	7975B84A
00036632	7D162932
000368AB	785ACAD1
000368AB	786E2FEA
00036A3F	7788F9EA
00037048	79BD4DA2
00037082	5B75B0CC
00037400	78843D2F
00037400	7C4FE1D6
000377CF	7C5A1DEB
00037AA8	00737029
00037FA7	73676E2B
00038199	23B5D72C
000381A2	79B3E6B7
000381A2	7AC940CD
000381A2	7AFC8EC6
000381A2	7C4539D2
0003845C	78AC45F5
0003845C	79F1550F
000386E2	802AC51E
000389C5	7C5D2588
00038F6C	7673A358
0003930B	22D2B2D0
0003930B	2728F516
00039499	1407D761
00039A83	7581304F
00039A96	79FFE076
00039A96	7CA77FA9
00039A96	7DF6E6E2
0003A365	81667F81
0003A402	763D92E6
0003AE3E	5FBDC472
0003B151	5DC089E8
0003B151	7E4C23D6
0003B188	7BAEB18B
0003B3E6	776F3B7B
0003B514	78910A84
0003B514	7DF7FCC2
0003B6C2	7654A1B2
0003C287	06336325
0003C287	0AEAD7D9
0003C287	78208577
0003C287	7853BE2E
0003C287	7B910888
0003C35F	75F940A8
0003C35F	7F4907A9
0003C35F	800B4676
0003C35F	813F4FEC
0003C649	85B956C3
0003C949	59179BCF
0003CA62	7D1B3540
0003D016	788BDE40
0003D0D0	7BD4D590
0003D1E6	756A4093
0003D1E6	79183D9A
0003D4DC	04333034
0003D4DC	772E9FC7
0003D4DC	774CDB99
0003D4DC	7B389EC4
0003D88F	78A7E211
0003D980	7DFB2EBD
0003DC83	7C648710
0003DEF7	766E52CD
0003DF37	753724B2
0003E0F9	79BCA09F
0003E0F9	7BAA0266
0003E1D4	099C44AB
0003E256	7D275696
0003E256	7EFB7166
0003E684	08F90D70
0003E6D4	76D4838F
0003E983	04662A8F
0003E983	77210B67
0003E983	7EF38630
0003EA43	2356C82A
0003EA70	6CFA5E04
0003EAA5	7BB280EF
0003EEAB	04765222
0003EEAB	80E8D0F4
0003F29B	0BBF87CE
0003F29B	7877D1E5
0003F2AE	790A11F8
0003F303	778F8379
0003F5B9	76379FC0
0003F6A9	7A17C79B
0003F7DE	792CB789
0003F83D	7721ADE7
0003FD80	7FB4FECD
000400A9	766FFFF0
000400A9	79EEEFF8
000401AF	79FE12C1
000401AF	80989155
00040579	25AB5CAB
00040881	75BA742F
00040881	7A9A7EC7
00040881	7AC1BA34
000409A2	78A2DD40
000409C4	07DA7D40
000415D0	5EA6819C
000415D0	7D419B0D
00041A48	790E617F
00041B01	7AFE5423
00041C8C	792A87C4
00041C8C	798F5F6E
00042211	0282890C
00042211	14790FCD
00042211	5DE3DC3C
0004251F	7725C525
00042574	04383E0D
000427D4	7FB8AA03
000427D4	8167F9A4
00042824	76AE0F66
000429F0	76946F82
000429F0	79323F54
00042BC0	7C129AFE
00042EB8	80EBB646
00043151	7976A0DF
00043151	7C858C0B
000437DE	7E5877B9
00043845	77C4E107
00043A8F	609BB8C8
00043A8F	792C6AF0
00043A8F	7CF0AE69
00043A8F	7E5AAC74
00043A8F	80F739D7
00043D33	5842C562
00043D33	7FFD4CA6
00043D71	7661B011
00043D71	78F00F61
00043D71	7B3CEFB6
00043E3F	781F4D33
00043F10	7669A5BB
00043FAC	768A2256
00043FAC	79797FCD
00043FAC	7C2099CC
00043FAC	7F09B58E
000441AE	02666CCC
0004430E	81336D00
0004445F	7CB418E9
0004455F	0FE89223
0004498F	80CDC70D
00044A34	75F27D64
00044BFC	38AB6854
00044D3E	7BAD0921
00044DCD	75E2F8FE
00044E62	76A22212
00045025	75489059
00045025	775DEB7F
00045025	7D7BFADB
000452AC	7CD2C98D
0004540E	075E472B
0004540E	7544575F
00045808	80308AF9
000459FC	7DE50518
00045FB9	76366852
00045FE8	00B1E1B6
00045FEE	70AB28DD
00045FEE	7DF6E17E
000461AF	7674864F
00046425	04EA1DB0
000464D8	118EE15A
000464D8	7BE832A2
00046F78	7590861A
00046F78	78438989
00046F78	7BA1842D
00046F78	800AA013
00047211	76971F0B
000477BF	0728E7A1
00047901	77FC6257
00047C62	80C0EA0A
00047C7D	7DB13CB5
00047E5D	767B92BC
00047E5D	7F483DE0
00048158	076D071C
00048158	7724EA84
0004856C	761B3B9F
0004861C	764531E8
000487D5	75DD980E
000487D5	77D044FC
000487D5	7A9C9BDD
0004883D	7F622C7B
00048BF6	750A441B
00048BF6	79972690
000492A1	76913229
000492A1	7DF96C33
00049F31	7A75A12E
0004A45B	8005BBC8
0004A7A0	5B638261
0004A9DB	7564F841
0004ADF2	01BA88D8
0004AF1D	247454F4
0004B0FC	1184829C
0004B4E5	7C5EF095
0004B7BB	806F9C28
0004B906	5CC7B447
0004B906	754F90E6
0004B906	7FA79391
0004BD62	5F9CF0A3
0004BDDD	7EE59498
0004C9C4	7E86BFB6
0004CB01	58D531F4
0004CE0A	396F0494
0004D0F3	75183592
0004D54E	77259924
0004D54E	7C5CE3D5
0004DD8F	79DCAFF2
0004DD8F	7F3FC333
0004DD8F	809E38F1
0004DE39	79961856
0004DEC2	76989276
0004DEC2	773D1DFF
0004DEC2	78C11712
0004DEC2	7D1D6B39
0004E015	7CA1286E
0004E2CD	5C2C19E6
0004E2CD	7494FB2A
0004E548	767CF6AE
0004E548	76A45BAA
0004E548	792191C5
0004E548	79AE483A
0004E548	7AE98920
0004E548	7C1B1A43
0004E548	7E114DD1
0004E548	7ED3F60E
0004EA83	5EE59E61
0004EA83	65695DBF
0004F011	78CA6C8A
0004F520	78D760E9
0004F8D6	5D057AEA
0004F9FB	0C3649A5
0004FBEE	35AF55C2
0004FD93	79E82131
0004FEE8	75DB6584
00050052	7B7B1F67
0005030D	7BBD1878
00050AD2	7B6963C1
00050AD2	7B78B6E1
00050BC1	771010A1
00050BC1	787D9C6D
00050BC1	7B137DA7
00050BC1	7B7FEA0A
00050BC1	837F840C
00050CEF	781110A5
00050E10	783E5465
00050E27	7A420A56
00051438	6D828BA4
00051438	752EBCE9
00051438	76C1BFFC
000514BD	498DF682
00051675	763C794A
00051693	76D4C5BD
00051693	798975BB
000517F5	755A5CE8
000517F5	7973EDCE
000518DA	7917A218
000518DA	79DD6151
000518DA	7AAB02E5
000518DA	7F01CEF6
000518DA	80A663BD
00051F0A	7557B98E
00051F52	235AC59D
000522F6	7DBFBAE0
0005275B	7A9958BA
00052838	5BAC137A
00052838	6F4146C1
00052838	7A0A127C
00052838	814D914C
00052A33	08AFC961
00052A33	79B184DE
00052A33	7ADB602E
00052A33	7AE31F09
00052DFF	7710860F
00052E64	0312352E
00052E64	73333FF9
00052E64	80F51DEC
00052E64	8126B1BF
00052EF7	7B65F741
00052F04	046F13C9
00053262	75F45F5B
00053262	7C692C8F
00053262	81D81645
00053646	80CE5CEE
00053812	7A172E4D
00053812	7F96DA87
00053BDF	79629778
0005407A	788E2B2E
0005407A	79B896BF
000541D9	8271F2AC
00054204	7244008E
00054204	752BDC03
00054612	75FBB675
0005466B	7DD2A75D
00054949	80C04950
000550A1	7CDEF056
000551B9	762A49F4
000551B9	80F6D6C8
00055250	7A9F63E7
000552EB	7ADAD154
000556AD	5CE9D6F5
000556AD	7426C4E7
00055802	7F240A01
00055802	7F711401
00055A8B	7AF4743E
00055D6F	7AD199C9
00055D6F	7C85AD06
00056419	5A2C68E9
0005690B	7DD057B8
00056954	1151FB7F
00056CB8	863C7102
00056E38	7E9201F5
00056E38	807EF75E
00056E38	80FCB881
00057130	75C5AC4C
000578A3	7B9F584B
00057DA2	8248DE45
00057EC3	7A81964F
00057EC3	7BFC2C17
0005806C	78BE3000
00058170	5DD03927
000581A0	811E3E16
000582DA	774C8619
0005844F	780B6E7A
0005858C	58697C8D
00058919	79512CFE
00058C6F	4B8714B6
00058E98	7EDA2842
00058F9D	7D7CD5F8
000590CD	79D587D4
000590CD	7AD507F2
00059152	78E87F49
000591B6	7A0F994C
000593FE	76A456D4
00059737	7B19D95F
00059737	7BD67A85
00059A1F	7A9E796A
00059A1F	7BBB4880
00059A1F	7CD0D4A5
00059A1F	7E10C82E
0005A219	24647E58
0005A7AC	7FB9680F
0005A80B	7546B801
0005AA34	77A9DF51
0005AA3C	78E862E5
0005AA3C	7D319FE6
0005AE10	7CF4EF57
0005B093	7C83EF7C
0005B28E	7EE07591
0005C0EB	80306D7F
0005C258	78B68393
0005C258	7B84E334
0005C258	7BF7266D
0005C2D7	21774FBA
0005C2D7	75218257
0005C2D7	78334CA6
0005C926	0853F2FF
0005CB7B	24A99187
0005CD19	6E9562AF
0005D0CE	78080E4B
0005D0CE	7A8E3DFB
0005D17E	7BFB1B19
0005D50A	7559673A
0005D50A	7CF3F974
0005D5E6	79D59529
0005D5F7	7FBAA30D
0005D6E3	7EF4FDE6
0005DCD5	02D00B14
0005DCD5	08573616
0005DCD5	58E97D5A
0005DCD5	75F96881
0005DCD5	762C68E3
0005DCD5	79896C4B
0005E2FF	7B92A6BC
0005E2FF	7F881055
0005E4CA	7C586C4C
0005E5C3	75D1ABDF
0005E653	7A9E4166
0005E7B4	23E34FCF
0005E7B4	7E995878
0005E830	7AD4AD4F
0005E830	7E4153FE
0005EC2D	7AF1DAF4
0005EDBC	7BEE27AD
0005EDBC	7E19A1EC
0005F61D	7A550AD7
0005F61D	7CEB246F
0005F7EA	7BE9E0C5
0005FCDE	7DBFA29D
0005FF22	7D038032
00060131	6F05A95E
00060402	759DBC27
00060402	7AFC6245
00060402	7FC7EACB
0006056A	7C14D4AA
0006056A	7EB96385
00060763	06D125EE
00060763	5F50FC29
000607A5	771F0D0E
00060AAE	7FC449DD
00060B33	77FFFDFF
00060F75	778403C0
00061149	117274EA
000612EA	801B0DB1
00061423	77B8F9B1
00061423	79BE35C9
000614B1	074FA8AC
000616CF	776971D1
00061B4D	2F714EF5
00061D6C	5A8B5560
00061F56	7681F658
00061FDE	7AD2D988
00062078	7B42E02C
000629F3	804D894E
00062AB9	75D98C43
00062D91	2469AEAE
00063048	7E05985E
00063420	7A48F0E7
000635D4	70BC7CAD
000636AE	803325C9
0006390D	7A4B3FC0
0006390D	7C5858EF
00063911	7C9698A3
000639A2	766C32E8
000639D3	02F97531
000639D3	7C8A4DFC
000639E4	8276CBDF
00063AA5	783E2833
00063AA5	7C33CECF
00063B0B	768A61F0
00063DAD	58CB3489
00064A24	076A64B0
00064A24	7DFB2F31
00064B33	783B6240
00064BBB	7F293825
00064D38	7F6834E8
00064DE7	779659D4
00064DE7	7A32EF6A
00064EAA	7AC96883
00065264	7F3ABDB6
00065398	81467C5A
00065402	75A7C9DC
00065565	76D90FC1
00065AA1	7DE2C14F
00065AC1	76A8A6A2
00065AC1	7AC2B2AB
00065AC1	7BA797A6
00065AC1	7C1A26A7
00065AC1	7EF782A8
00065AC1	7FD36D14
00065AC1	80E390BF
00065EF4	785FE0E7
000660F8	7FEB6033
000660F8	80D25FBB
000661A6	5F2D0C21
00066352	7A8BDC22
0006645C	792B7DDD
000666F2	7A1DD7A7
00066717	76700AF9
00066941	7CD69E24
00066941	7FEAA0AC
00066B28	23090D8C
00066B28	750E5379
00066B28	75E61610
00066B28	7717995D
00066B28	791FED31
00066B28	7B788089
00066B28	7CAE33D7
00066B28	7E831FF9
00066B28	7F13973B
00066D62	77C3F87E
00066DC7	7BDF4E0E
00066ED0	5C88FB89
00066ED0	790BD935
00066ED0	812D087A
0006702A	764A6079
0006702A	771A7277
0006702A	7F6025C2
00067258	7DF92BBB
000673F1	5B9B3144
000673F1	60832027
00067460	75AEE715
00067638	0C295761
00067638	761EDB4E
00067638	7EC2CEF7
00067698	7B633D9E
000678FE	76796531
000678FE	79DFB982
000678FE	812BEA6C
000679D6	817866BF
00067AA9	778E7FAC
00067AA9	78C82E27
00067E12	78286945
000681A8	7842681C
000681A8	7D83BF8F
000681A8	813C8F69
0006829E	751EF5F0
00068353	77C6116D
00068353	79A038A7
00068606	00B57A16
000686DA	0A87553B
000686DA	79B27A05
000686DA	7B9BA344
000686EA	7E733078
00068890	7F710B33
000688EB	7BC217BF
00068A3A	798AAD5E
00068FA3	77B8E6CE
00068FA3	79872354
0006905A	7B2346B2
0006905A	7EC1AE83
00069097	5A4B263E
0006914D	0BE6C1B4
0006914D	80679B16
0006936F	77B44B20
000699BF	7B23B63D
00069B55	22CF05C1
00069B55	77EA662B
00069B55	7CD21BC1
00069D84	7BC51D70
00069ED7	7D6CD4EA
00069ED7	7FBA53A7
00069EEB	74D5741F
00069EEB	78A3507C
00069EEB	7A094034
00069EEB	7A3F7A38
00069EEB	7A5BB444
00069EEB	7E4A1636
0006A458	0A30C35B
0006A458	0BD72A2E
0006A458	814395B0
0006A8A1	7BEFFDBD
0006A94F	5F0E4AB0
0006AE05	7668CEEA
0006AFF8	7B5CA7C4
0006B078	08D93F54
0006B39E	7EF3AAAB
0006BA4D	7D545513
0006BDFB	7F7E569E
0006BE27	7A7548C1
0006C09C	7FBC72E4
0006C190	049A49CC
0006C44B	7847EC7D
0006CDF0	076841E5
0006CDF0	76C57FD8
0006D1BD	5AF907E0
0006D1BD	7AA79545
0006D2E5	5E8B4E88
0006DB47	782EE247
0006E140	0948708E
0006E40D	802E78F1
0006E419	77265B74
0006E48F	7DE96ADA
0006EA11	7CCE0FA7
0006EDC1	792E6ABF
0006F1D0	75A02314
0006F453	77FF9FCE
0006F453	816583B4
0006F86C	7A76DBFF
0006F86C	7F1A330C
0006FA14	7985B22C
00070213	76625F96
00070213	7B84ECD9
000706F0	75219C92
00070B3B	7C88E6B6
00070CE0	7787095E
00070CE0	7E369EF6
00070CE0	7F4738E2
00070CE0	80061DA5
00070D90	5B4CC7F6
